,sentiment,prediction
398,0,0
400,1,1
401,1,0
406,1,1
408,0,0
409,0,0
412,0,1
413,1,1
416,1,1
420,1,1
421,1,1
422,0,0
423,0,0
424,0,0
426,0,0
427,1,1
430,0,0
431,1,1
436,0,0
438,0,0
439,1,1
444,1,1
446,1,1
447,1,1
449,1,1
453,1,1
456,0,0
457,1,1
463,0,0
464,0,0
471,0,0
472,1,1
473,0,0
478,0,0
479,0,1
480,1,1
483,0,0
489,1,1
492,0,0
493,1,1
494,1,1
495,0,0
496,0,0
497,0,0
498,1,1
499,1,1
500,0,0
501,1,1
504,1,1
505,0,0
507,0,0
509,1,0
510,1,1
512,0,1
513,0,0
517,1,1
520,1,1
521,1,1
522,0,0
523,1,1
525,0,0
526,1,1
527,0,0
531,0,0
534,1,1
535,0,0
538,1,1
539,0,0
542,0,0
544,0,1
545,0,0
549,0,0
552,0,0
554,1,1
561,0,0
565,1,1
569,0,1
572,1,1
573,0,0
574,1,1
575,0,0
576,0,0
579,1,1
582,1,1
583,0,0
587,1,1
588,0,0
590,1,1
591,0,0
595,1,0
596,1,1
597,0,0
600,1,1
602,0,0
605,0,0
606,1,0
611,0,1
617,0,0
619,0,0
620,0,0
621,0,0
623,0,0
624,0,0
626,0,0
627,0,0
628,0,0
630,0,1
633,1,1
637,1,1
638,0,0
639,0,0
640,1,1
641,1,1
643,1,1
647,1,1
649,1,1
650,1,1
651,1,1
656,1,1
657,0,0
658,0,0
660,0,0
661,1,1
664,1,1
667,0,0
668,1,1
671,0,1
672,1,1
674,1,1
676,0,0
678,0,0
680,0,0
681,1,1
682,0,0
685,0,1
687,0,0
691,0,0
692,1,1
694,0,0
696,0,0
697,0,0
698,1,1
700,0,0
704,0,0
705,1,1
707,0,0
708,1,1
710,1,1
711,1,1
712,0,0
713,1,0
715,0,0
717,1,1
720,1,1
723,0,0
724,0,0
728,0,0
729,1,1
731,1,1
737,1,0
738,1,1
739,1,1
740,0,0
742,1,1
743,0,0
744,1,1
747,0,1
748,1,1
749,1,1
750,0,0
752,1,1
754,0,0
756,1,1
760,0,0
761,0,0
765,0,1
766,0,0
770,0,0
771,0,0
773,0,0
774,1,1
778,0,1
779,0,0
780,0,0
782,1,0
783,1,1
789,1,1
790,1,1
793,1,1
794,1,1
795,0,1
797,1,1
798,0,0
802,1,1
804,0,0
805,1,1
808,1,1
811,0,1
812,0,0
816,0,0
821,0,0
823,1,0
824,0,0
827,1,1
831,1,1
837,1,1
839,1,1
845,1,1
846,0,0
849,1,1
852,0,0
853,0,0
856,0,0
859,1,1
860,0,0
862,1,1
868,1,1
870,0,0
876,1,1
877,1,0
881,0,0
883,0,0
888,1,1
889,1,1
891,0,1
893,0,0
894,0,0
895,0,0
896,1,0
900,0,0
902,0,0
906,1,0
907,1,1
909,0,1
911,0,1
913,0,1
915,0,0
918,1,1
921,1,1
923,0,0
924,0,0
925,1,1
926,0,0
927,0,0
929,1,1
930,1,1
931,1,1
932,0,0
933,1,1
934,0,0
936,0,0
939,1,0
943,1,1
944,1,1
945,0,0
947,1,1
948,1,1
949,1,1
950,0,0
952,1,1
954,0,0
957,0,0
961,0,0
970,1,1
971,0,0
972,0,0
974,1,1
975,1,1
981,1,1
983,1,1
984,0,0
990,0,0
998,0,0
999,0,0
1000,0,0
1001,1,0
1002,0,0
1003,0,0
1004,1,1
1008,1,1
1009,0,0
1011,0,0
1014,0,0
1017,1,1
1020,1,1
1022,1,1
1024,0,0
1025,0,0
1028,0,1
1029,1,1
1030,0,0
1035,1,1
1036,0,0
1037,1,0
1038,0,0
1039,1,1
1040,1,1
1041,0,1
1044,1,1
1046,0,0
1048,1,0
1051,0,0
1052,0,0
1053,1,1
1054,0,1
1056,0,0
1057,0,0
1059,1,1
1063,1,1
1064,0,0
1066,0,0
1067,1,1
1068,0,0
1071,0,0
1072,0,0
1073,1,1
1075,0,0
1076,1,0
1080,1,1
1081,1,1
1082,1,1
1084,0,0
1085,0,1
1089,0,0
1090,0,0
1092,0,0
1093,0,0
1096,0,0
1097,0,0
1099,1,1
1100,0,1
1105,1,1
1108,0,0
1109,0,1
1110,0,0
1111,1,1
1112,0,0
1114,0,0
1115,0,0
1117,1,1
1118,1,0
1119,1,1
1122,0,0
1128,1,0
1129,0,0
1130,1,1
1136,0,0
1137,0,0
1138,0,0
1140,0,0
1143,0,0
1145,1,1
1147,0,0
1148,0,0
1151,0,0
1153,1,1
1154,0,0
1155,0,0
1159,1,1
1160,1,1
1162,0,0
1165,0,0
1167,1,0
1171,1,1
1174,1,1
1175,0,0
1178,0,0
1179,0,1
1185,1,1
1186,0,0
1188,1,1
1190,0,0
1191,1,1
1193,1,1
1198,1,1
1201,0,0
1204,1,1
1206,0,0
1207,0,1
1209,0,0
1212,1,1
1214,0,0
1216,0,0
1220,1,1
1224,0,0
1225,1,1
1226,0,0
1227,0,0
1228,0,0
1229,0,0
1231,1,1
1233,1,1
1235,0,0
1236,1,0
1238,0,0
1241,0,0
1243,1,1
1244,0,0
1246,1,1
1247,1,1
1248,0,0
1249,1,0
1250,0,0
1251,0,0
1257,0,0
1261,1,1
1262,1,1
1263,0,0
1264,1,1
1267,1,1
1268,1,1
1269,1,1
1272,0,0
1274,1,1
1276,0,0
1278,1,1
1279,0,0
1280,0,0
1281,1,0
1283,1,1
1284,1,1
1285,1,1
1286,0,1
1287,1,1
1289,0,0
1290,1,1
1291,1,0
1292,0,0
1296,1,0
1298,1,1
1302,0,0
1303,1,1
1305,1,1
1307,1,1
1310,0,0
1311,0,0
1313,0,0
1317,0,0
1318,0,0
1324,0,0
1326,1,1
1328,0,0
1330,0,0
1332,1,1
1337,1,1
1338,1,1
1339,1,1
1341,0,0
1342,1,1
1343,0,0
1344,1,1
1347,1,1
1349,1,1
1351,1,0
1352,0,0
1353,0,0
1354,1,1
1355,1,1
1357,1,1
1359,0,0
1362,1,1
1363,1,1
1365,0,0
1367,0,0
1368,0,0
1369,0,0
1370,1,0
1372,1,1
1374,0,0
1375,1,1
1376,0,0
1377,0,0
1378,0,0
1379,0,0
1381,1,1
1385,1,1
1387,0,0
1388,0,0
1389,0,0
1391,0,0
1392,1,0
1393,1,0
1395,1,1
1400,0,0
1401,1,0
1403,1,1
1404,1,1
1406,0,0
1408,0,0
1409,0,0
1410,1,0
1416,0,0
1417,0,0
1419,1,1
1420,1,1
1421,0,0
1422,0,0
1424,1,1
1426,0,0
1428,0,0
1429,0,0
1434,1,1
1438,1,1
1439,1,1
1440,0,1
1441,1,1
1442,1,0
1444,1,1
1451,0,0
1455,0,0
1456,1,1
1459,0,1
1462,1,1
1465,0,0
1466,0,1
1467,1,1
1468,0,0
1469,0,0
1470,0,0
1472,1,1
1473,1,1
1474,0,0
1476,0,0
1477,1,1
1478,0,0
1479,1,1
1480,1,1
1481,1,1
1482,0,0
1483,1,1
1484,0,0
1485,0,0
1486,0,0
1487,0,1
1490,0,1
1491,0,0
1492,1,1
1494,0,1
1495,0,0
1496,0,0
1498,1,1
1501,0,0
1504,1,1
1505,0,0
1509,0,0
1512,1,1
1513,0,0
1514,1,1
1515,1,1
1520,1,1
1521,0,0
1523,0,0
1524,0,0
1526,1,1
1527,1,1
1528,0,0
1529,0,0
1530,0,0
1531,0,0
1534,0,0
1538,1,1
1539,1,1
1540,0,0
1541,0,0
1542,1,1
1544,1,1
1545,1,1
1547,1,1
1550,0,0
1555,1,1
1556,1,1
1564,1,1
1569,0,0
1572,0,0
1574,1,0
1575,0,0
1576,0,1
1577,0,0
1578,0,0
1580,1,0
1581,1,1
1583,1,1
1588,0,0
1591,0,1
1597,0,0
1599,0,0
1600,1,1
1603,1,1
1604,0,0
1606,1,1
1608,0,0
1610,1,1
1615,0,0
1616,1,1
1618,1,1
1622,1,1
1623,1,1
1624,0,1
1625,1,1
1627,0,0
1628,1,0
1629,1,1
1630,0,0
1632,1,0
1634,0,0
1640,0,0
1644,0,0
1646,1,0
1647,1,1
1648,0,1
1649,1,1
1651,1,1
1652,1,1
1654,1,1
1655,1,0
1658,0,0
1664,0,0
1667,0,1
1669,1,1
1671,0,0
1672,0,0
1673,0,0
1675,0,0
1676,1,1
1679,1,1
1683,1,1
1686,0,0
1687,0,0
1688,0,0
1691,0,1
1693,1,1
1696,0,0
1700,0,0
1701,1,1
1705,0,1
1706,1,0
1709,1,1
1711,0,1
1714,0,0
1716,0,0
1719,0,1
1721,1,1
1722,1,1
1723,1,1
1726,1,1
1727,0,0
1731,0,0
1732,1,1
1735,1,1
1738,1,0
1739,1,1
1746,1,1
1749,1,1
1750,0,1
1751,0,0
1752,0,1
1755,1,1
1757,0,0
1758,1,1
1759,1,1
1760,1,1
1761,0,0
1762,1,1
1763,1,1
1765,0,0
1767,1,1
1770,1,1
1772,1,1
1774,1,1
1776,1,1
1777,1,0
1780,0,0
1781,0,1
1784,0,0
1785,0,0
1787,0,1
1789,1,1
1791,1,1
1793,0,0
1794,1,1
1795,0,0
1799,0,0
1800,1,1
1804,0,1
1806,1,1
1808,0,1
1809,0,0
1814,0,0
1819,1,1
1822,0,0
1823,0,0
1825,1,1
1827,1,1
1829,0,1
1830,0,0
1832,0,0
1835,0,0
1837,1,0
1840,1,1
1841,0,0
1842,1,1
1843,0,0
1844,1,1
1850,0,0
1852,1,1
1853,1,1
1856,0,1
1858,0,0
1859,1,1
1861,0,0
1863,0,0
1865,1,1
1869,1,1
1872,1,1
1873,0,0
1876,0,0
1877,0,0
1879,0,0
1880,0,0
1881,0,0
1882,1,1
1883,1,1
1884,1,1
1885,0,1
1886,0,0
1889,0,0
1892,1,1
1894,0,0
1896,0,0
1899,0,0
1900,1,1
1905,0,0
1908,1,1
1909,0,0
1911,1,1
1915,0,0
1918,0,0
1919,1,1
1923,0,0
1925,1,1
1928,0,0
1929,0,0
1931,0,0
1932,0,1
1933,0,0
1934,1,1
1935,1,1
1937,1,1
1941,0,0
1942,0,0
1943,0,0
1945,0,0
1946,1,1
1949,0,0
1951,0,0
1953,0,0
1955,0,0
1958,1,1
1959,1,0
1960,0,0
1961,0,0
1962,0,1
1963,1,1
1965,0,0
1971,0,0
1972,0,0
1973,1,1
1974,0,0
1976,0,0
1977,1,1
1978,1,1
1979,1,0
1983,0,0
1985,1,1
1986,0,0
1987,1,1
1988,0,0
1989,0,0
1990,1,1
1991,0,0
1992,1,1
1997,0,0
1998,1,1
2000,0,0
2002,1,1
2004,1,1
2010,0,0
2012,1,1
2016,1,1
2017,0,1
2018,1,1
2020,0,0
2021,0,0
2022,0,0
2025,1,1
2027,1,1
2030,0,0
2037,0,0
2040,1,1
2041,0,0
2042,0,0
2043,1,1
2045,0,0
2046,0,1
2048,1,1
2050,0,0
2056,1,1
2060,0,0
2061,0,0
2062,0,0
2065,1,1
2068,0,0
2069,0,0
2070,1,1
2071,0,0
2073,0,0
2074,0,0
2076,1,1
2077,0,0
2078,0,0
2081,0,0
2085,0,0
2088,0,0
2089,0,0
2094,0,0
2095,0,0
2096,0,0
2098,1,1
2099,0,0
2100,0,0
2104,0,0
2105,0,0
2109,1,1
2111,1,1
2115,1,1
2118,0,0
2123,1,1
2124,1,1
2126,1,0
2133,0,0
2135,0,0
2136,1,1
2137,1,1
2139,0,0
2142,1,1
2145,0,0
2146,1,0
2147,0,0
2149,1,1
2155,0,0
2156,1,1
2159,1,1
2167,0,0
2168,1,1
2169,0,0
2170,1,1
2171,0,1
2172,1,1
2173,1,1
2174,1,1
2178,0,0
2180,0,0
2183,1,1
2185,0,0
2186,1,1
2188,1,1
2189,0,1
2191,0,0
2194,0,0
2195,0,0
2196,0,1
2197,0,0
2199,1,1
2201,0,0
2202,0,0
2204,1,0
2207,1,1
2209,1,1
2217,1,1
2218,1,1
2219,1,0
2222,0,0
2225,1,1
2229,1,1
2233,1,1
2234,1,1
2235,0,0
2236,1,1
2237,0,0
2238,0,0
2239,0,0
2240,0,0
2241,0,0
2243,0,0
2244,1,1
2245,0,0
2248,1,0
2250,1,0
2252,0,0
2253,1,1
2255,1,1
2256,0,0
2258,1,1
2259,1,1
2260,1,1
2262,0,0
2266,1,1
2272,1,1
2273,0,0
2274,0,1
2275,0,0
2278,1,1
2279,0,0
2284,1,0
2285,1,1
2288,1,1
2289,1,1
2290,1,1
2291,1,1
2292,0,0
2293,1,1
2294,0,0
2295,0,1
2296,1,1
2304,0,0
2305,1,1
2307,0,0
2308,1,1
2309,0,0
2310,0,0
2316,1,1
2318,1,1
2321,0,0
2322,1,1
2323,1,1
2325,0,0
2329,0,0
2332,0,0
2333,1,1
2334,0,0
2335,1,1
2336,1,0
2337,0,0
2339,0,0
2342,1,1
2343,1,0
2345,1,1
2346,1,1
2347,1,1
2349,1,1
2350,1,1
2352,1,0
2353,0,0
2354,0,0
2356,1,1
2357,1,1
2359,0,1
2360,0,1
2362,1,1
2363,0,0
2364,0,0
2367,1,1
2370,1,1
2372,1,1
2373,1,1
2377,0,0
2379,0,0
2382,0,0
2386,0,0
2388,1,0
2389,1,1
2390,0,0
2393,1,1
2396,1,1
2400,1,1
2401,0,1
2402,1,1
2403,1,1
2405,1,1
2407,0,0
2414,1,1
2417,0,0
2422,1,1
2423,1,1
2424,1,1
2425,1,1
2428,1,1
2429,0,0
2430,0,1
2431,0,0
2432,0,0
2433,0,0
2434,0,0
2435,1,0
2436,0,0
2437,0,0
2440,0,1
2442,0,0
2443,1,1
2444,0,0
2450,0,0
2454,1,1
2457,0,1
2460,0,1
2463,0,0
2465,0,0
2468,1,1
2469,0,0
2470,0,0
2471,0,0
2472,0,0
2473,1,1
2475,0,0
2478,0,0
2479,0,0
2481,0,0
2483,0,0
2484,1,1
2488,1,1
2491,0,0
2494,0,1
2496,1,1
2498,0,1
2499,0,0
2501,0,1
2504,1,0
2506,0,1
2508,1,1
2509,1,1
2511,1,1
2512,1,1
2514,0,0
2516,1,1
2517,1,1
2519,1,1
2520,0,0
2521,1,1
2522,0,0
2524,0,0
2525,1,1
2527,0,0
2528,1,1
2529,1,1
2532,0,0
2533,1,1
2534,0,1
2536,1,1
2537,0,0
2538,0,0
2539,1,1
2541,1,1
2544,0,0
2545,1,1
2547,1,1
2548,0,0
2550,0,0
2553,1,1
2558,0,0
2559,1,0
2561,0,1
2563,1,0
2568,0,0
2569,0,1
2572,0,0
2573,1,1
2575,1,1
2576,1,1
2581,0,0
2582,1,1
2583,0,0
2584,0,1
2587,0,0
2591,1,1
2593,1,1
2594,0,0
2599,1,1
2602,0,0
2605,1,1
2606,0,0
2607,0,0
2608,0,0
2615,0,0
2617,1,1
2619,0,0
2621,1,1
2622,0,0
2623,0,1
2624,1,1
2625,0,1
2626,0,0
2629,0,0
2630,0,0
2631,0,0
2632,1,1
2634,0,1
2635,1,1
2637,1,1
2639,0,0
2640,0,0
2644,0,0
2648,1,1
2650,0,0
2651,1,1
2652,1,0
2656,1,1
2657,0,0
2659,0,0
2660,0,0
2661,1,1
2664,1,1
2665,0,0
2671,1,1
2672,0,0
2673,0,0
2674,0,0
2675,1,1
2676,1,0
2677,0,0
2678,1,1
2680,1,1
2683,1,1
2689,1,0
2690,1,1
2691,1,1
2694,1,1
2695,0,0
2698,1,1
2700,1,1
2701,0,0
2704,1,0
2705,0,0
2708,1,1
2709,0,0
2710,1,0
2714,1,1
2716,1,1
2717,0,0
2721,1,1
2722,1,0
2724,0,0
2726,1,1
2729,1,1
2730,0,0
2733,0,0
2734,1,1
2737,0,0
2739,1,1
2740,0,0
2741,0,1
2744,1,1
2745,0,1
2747,0,0
2751,0,0
2753,0,0
2756,1,1
2759,0,0
2763,0,0
2764,1,1
2770,1,1
2772,1,1
2774,0,1
2776,1,1
2777,1,1
2778,0,0
2779,0,1
2780,0,1
2781,1,0
2784,0,0
2785,0,0
2786,0,0
2791,1,1
2800,0,0
2801,0,1
2802,0,0
2803,1,1
2804,1,1
2807,0,0
2810,0,0
2812,0,1
2813,1,1
2815,1,0
2816,0,0
2817,0,0
2819,0,0
2822,1,1
2824,1,1
2833,0,0
2835,0,0
2837,1,1
2842,0,0
2843,1,1
2846,1,1
2847,0,0
2848,1,1
2852,0,1
2855,1,1
2863,1,1
2867,1,1
2868,0,0
2869,1,1
2870,1,1
2875,0,0
2876,1,1
2877,1,1
2880,1,1
2883,1,1
2884,0,0
2886,0,1
2887,0,1
2891,1,1
2892,0,0
2893,0,0
2894,1,1
2895,1,1
2896,0,0
2900,0,0
2902,0,1
2904,1,1
2905,1,1
2907,0,0
2908,1,1
2909,1,1
2910,0,0
2911,1,1
2912,1,1
2914,1,1
2915,0,0
2916,0,0
2917,0,0
2919,1,1
2924,0,0
2927,1,1
2929,0,0
2930,1,1
2931,1,1
2936,1,1
2939,1,1
2945,0,0
2946,0,0
2948,0,1
2951,0,0
2954,1,1
2955,1,1
2956,1,1
2959,1,0
2962,0,0
2964,1,1
2965,0,0
2967,1,1
2968,1,1
2974,0,0
2977,0,0
2978,1,0
2980,1,1
2981,0,0
2983,1,1
2984,0,0
2986,1,1
2987,0,0
2989,1,1
2990,1,1
2991,1,1
2993,1,1
2995,1,1
2997,0,0
2999,1,1
3000,0,0
3001,1,1
3003,0,0
3005,0,0
3007,1,1
3008,0,0
3009,0,0
3013,0,0
3014,0,0
3018,1,0
3021,0,0
3022,0,0
3025,1,1
3027,1,1
3028,1,1
3029,1,0
3030,1,1
3033,1,0
3035,0,0
3036,0,0
3037,0,0
3038,1,1
3040,1,1
3041,0,0
3046,1,1
3052,0,0
3053,1,1
3054,0,0
3055,0,0
3056,1,1
3058,1,1
3059,1,1
3060,0,0
3061,0,0
3062,0,0
3066,0,0
3067,1,0
3068,0,1
3072,1,1
3073,1,1
3077,1,1
3079,0,0
3080,0,0
3081,1,1
3085,0,0
3092,0,0
3093,0,0
3095,1,1
3096,1,1
3097,0,1
3099,0,0
3100,0,0
3101,0,0
3102,1,1
3105,1,1
3106,1,1
3107,0,0
3108,1,1
3109,0,0
3110,0,1
3115,0,0
3116,1,1
3117,0,1
3118,1,1
3121,1,1
3125,1,1
3126,1,1
3130,0,0
3131,0,1
3132,1,1
3133,0,0
3136,1,1
3139,0,0
3147,1,1
3148,0,1
3150,1,1
3153,0,1
3154,0,0
3157,1,1
3161,0,0
3162,1,1
3163,0,0
3164,0,1
3166,1,1
3169,0,0
3171,0,0
3177,0,1
3181,0,0
3183,1,1
3188,1,1
3189,0,0
3195,0,0
3196,1,1
3197,0,0
3199,1,1
3200,1,0
3202,0,0
3208,0,0
3210,0,0
3211,1,1
3214,0,0
3215,1,1
3217,1,1
3219,1,1
3221,0,0
3224,1,1
3225,0,0
3228,1,1
3230,1,1
3231,1,0
3240,1,1
3242,0,1
3247,1,0
3248,1,1
3252,1,0
3255,1,1
3257,0,0
3258,0,0
3259,0,0
3263,1,1
3265,0,1
3266,0,0
3270,0,0
3271,1,1
3275,1,1
3276,0,0
3277,1,1
3278,1,1
3282,1,1
3284,0,0
3288,0,0
3289,1,1
3290,1,0
3291,0,0
3292,0,0
3293,0,0
3294,0,0
3295,1,1
3297,0,1
3298,0,0
3299,1,1
3300,1,0
3302,1,1
3303,0,0
3305,0,0
3306,0,0
3307,0,0
3308,1,1
3309,1,1
3311,1,1
3312,0,0
3317,1,1
3318,1,1
3322,1,1
3323,1,1
3325,0,0
3326,1,1
3328,1,1
3330,0,0
3333,1,1
3336,0,0
3337,1,1
3341,0,0
3343,1,1
3346,0,0
3348,1,1
3350,0,1
3352,1,1
3353,1,1
3358,1,1
3359,0,0
3362,0,0
3364,1,1
3366,1,1
3367,0,0
3369,0,0
3370,1,1
3371,0,0
3372,0,0
3373,1,1
3374,0,0
3381,1,1
3382,0,1
3383,0,0
3384,1,1
3386,0,0
3388,0,0
3389,1,1
3393,0,1
3398,1,1
3403,1,1
3404,0,0
3405,0,0
3406,0,0
3408,1,0
3409,0,0
3410,0,0
3413,1,1
3414,0,0
3416,0,0
3419,0,0
3420,1,0
3422,1,1
3424,1,0
3425,0,0
3426,0,0
3428,1,1
3430,1,0
3431,0,0
3432,0,0
3433,0,0
3434,0,0
3435,1,1
3436,1,1
3440,1,1
3441,0,0
3442,1,1
3443,1,1
3446,0,0
3448,1,1
3452,0,0
3455,0,0
3456,0,0
3457,0,0
3458,1,1
3460,1,1
3462,0,0
3464,1,1
3466,1,0
3470,1,1
3472,0,0
3473,1,1
3474,1,1
3477,1,1
3478,0,0
3479,0,1
3480,0,0
3486,1,1
3491,1,1
3492,0,0
3495,1,1
3496,0,0
3497,0,0
3499,1,1
3503,1,1
3506,1,0
3508,0,0
3509,1,1
3510,0,0
3511,1,1
3512,1,1
3515,1,1
3518,1,1
3521,0,0
3524,1,1
3525,1,1
3527,0,0
3536,0,0
3538,0,0
3539,0,1
3544,0,1
3546,1,1
3549,0,0
3550,1,1
3551,1,1
3552,1,1
3553,0,0
3554,0,0
3555,1,1
3556,0,0
3559,0,0
3561,0,1
3564,0,0
3565,0,0
3567,0,0
3569,1,1
3570,0,0
3573,1,1
3575,0,0
3579,0,0
3581,0,0
3583,0,0
3585,1,1
3588,0,0
3591,0,0
3594,1,0
3596,0,0
3605,1,1
3607,1,1
3609,1,1
3615,1,1
3616,1,1
3617,1,1
3620,1,1
3623,1,1
3624,0,0
3625,1,1
3626,0,1
3627,0,0
3630,1,1
3631,1,0
3634,1,1
3635,0,0
3637,0,0
3640,0,0
3641,1,1
3642,1,1
3644,0,0
3646,1,0
3654,1,1
3656,1,1
3657,0,0
3659,0,0
3664,0,0
3667,0,0
3668,0,0
3671,1,1
3672,0,0
3674,0,0
3680,0,0
3681,1,1
3682,1,1
3684,1,1
3685,0,0
3687,1,1
3688,0,0
3690,1,1
3693,0,0
3694,0,1
3695,0,0
3698,0,0
3699,0,0
3700,1,1
3701,1,1
3702,0,1
3705,0,0
3707,1,1
3708,0,1
3713,1,1
3716,0,0
3721,1,1
3723,0,0
3724,1,1
3725,1,1
3726,0,0
3727,1,0
3728,1,0
3729,0,0
3730,0,0
3733,0,0
3737,0,0
3740,0,1
3741,0,0
3742,1,1
3744,1,1
3745,0,0
3746,1,1
3748,1,1
3749,0,0
3753,1,1
3754,1,1
3758,0,0
3759,1,1
3760,1,1
3761,0,0
3763,0,0
3764,0,0
3765,0,0
3768,1,0
3770,1,1
3771,1,1
3780,0,1
3781,1,1
3783,1,1
3784,1,0
3789,1,1
3790,1,1
3791,0,0
3796,1,1
3797,1,1
3799,0,0
3804,0,0
3805,1,1
3807,0,0
3809,1,1
3812,0,0
3816,1,1
3817,0,0
3819,1,1
3820,0,0
3822,1,1
3824,1,0
3831,1,1
3833,1,1
3837,0,0
3839,1,1
3841,0,0
3842,1,1
3847,1,1
3848,1,1
3852,0,0
3853,0,0
3855,0,0
3857,1,0
3858,0,0
3859,0,0
3861,1,1
3862,0,0
3863,1,1
3866,0,0
3869,1,1
3875,0,0
3876,0,0
3877,1,1
3878,1,0
3881,0,0
3882,1,1
3883,0,0
3885,1,1
3887,1,1
3889,1,1
3891,1,1
3893,0,0
3894,1,0
3895,1,1
3896,1,1
3899,0,0
3900,1,1
3904,1,1
3906,1,1
3907,0,0
3909,0,0
3910,1,1
3912,0,0
3914,1,1
3915,1,1
3916,0,0
3919,0,0
3921,0,0
3923,1,0
3925,1,1
3927,1,1
3928,1,1
3929,1,1
3934,0,0
3939,1,0
3942,1,1
3943,0,0
3944,1,1
3947,1,1
3949,0,0
3951,0,0
3952,1,1
3954,0,0
3955,1,1
3957,1,1
3958,1,1
3959,0,0
3962,0,1
3963,1,1
3964,0,1
3969,0,0
3971,0,0
3972,0,0
3974,1,1
3975,0,0
3978,0,0
3979,1,1
3980,0,0
3983,1,1
3985,0,0
3986,0,0
3987,0,0
3989,1,0
3991,0,0
3992,1,1
3993,1,1
3996,1,1
3999,0,0
4001,0,0
4002,1,1
4003,0,1
4004,0,1
4005,0,0
4006,1,1
4007,1,1
4008,1,1
4012,1,1
4013,1,1
4019,1,0
4021,1,1
4024,0,0
4025,0,0
4029,1,1
4031,0,0
4032,0,0
4033,0,0
4034,1,1
4035,0,1
4038,1,1
4040,0,0
4042,0,0
4043,0,0
4047,1,1
4051,1,0
4054,1,1
4058,1,1
4067,0,0
4068,1,1
4069,0,0
4070,1,1
4072,0,0
4075,1,1
4076,1,1
4077,1,1
4078,0,0
4079,0,0
4080,0,1
4081,1,1
4082,1,1
4084,0,0
4090,1,1
4092,1,1
4093,1,1
4094,1,1
4096,1,1
4099,0,0
4100,0,1
4103,1,1
4104,1,1
4109,0,0
4113,1,0
4114,1,1
4115,1,1
4116,1,1
4117,0,0
4118,1,1
4122,0,0
4125,1,1
4128,1,1
4132,1,0
4134,1,1
4135,1,1
4138,1,1
4143,0,0
4145,0,0
4146,1,1
4147,0,0
4148,1,1
4150,0,0
4156,0,0
4157,0,0
4158,1,1
4164,0,1
4165,1,1
4167,0,0
4169,1,1
4170,0,0
4174,1,1
4175,1,1
4176,0,0
4180,1,1
4181,0,0
4183,1,1
4185,0,0
4186,0,0
4190,1,1
4192,0,0
4194,0,0
4197,0,1
4199,1,1
4200,0,0
4201,1,1
4202,1,1
4204,0,0
4205,0,0
4208,0,0
4209,1,1
4210,0,1
4212,1,1
4214,1,1
4217,1,1
4218,1,0
4227,1,1
4233,1,1
4236,0,0
4237,0,1
4238,1,1
4240,1,1
4241,0,0
4242,1,1
4243,1,1
4244,1,1
4246,0,0
4247,1,1
4250,0,1
4252,0,0
4253,1,1
4255,1,1
4260,1,1
4262,0,0
4263,1,1
4264,0,0
