,sentiment,prediction
3477,1,1
3478,0,0
3482,0,0
3487,1,0
3488,1,1
3489,0,0
3490,0,0
3492,0,0
3496,0,0
3497,0,0
3498,0,0
3499,1,1
3500,0,1
3501,1,1
3502,0,0
3506,1,1
3510,0,0
3511,1,1
3513,0,0
3518,1,1
3520,1,1
3521,0,0
3523,0,0
3526,0,0
3528,1,1
3533,0,0
3538,0,0
3540,0,1
3545,0,0
3546,1,1
3548,0,0
3549,0,0
3552,1,1
3553,0,0
3554,0,0
3555,1,1
3557,1,1
3558,0,0
3560,1,1
3563,1,1
3566,0,0
3567,0,0
3569,1,1
3570,0,0
3574,0,0
3576,1,1
3578,1,1
3580,0,0
3582,0,0
3583,0,1
3584,0,0
3585,1,1
3587,0,1
3589,1,1
3590,0,0
3591,0,0
3594,1,0
3599,0,0
3600,1,1
3604,1,1
3605,1,1
3606,1,0
3608,0,0
3609,1,1
3612,1,1
3614,1,1
3615,1,1
3616,1,1
3617,1,1
3619,1,1
3620,1,1
3621,0,1
3623,1,1
3625,1,1
3629,0,0
3630,1,1
3633,1,1
3635,0,0
3637,0,1
3638,1,1
3640,0,0
3641,1,1
3649,1,1
3651,1,1
3652,0,0
3655,1,1
3657,0,0
3658,0,0
3661,1,1
3665,1,1
3666,1,1
3667,0,0
3670,1,1
3673,0,1
3674,0,0
3675,1,1
3676,1,1
3677,0,0
3679,1,1
3680,0,0
3682,1,1
3683,1,1
3684,1,1
3686,1,1
3688,0,0
3689,0,0
3690,1,1
3692,0,0
3693,0,0
3696,0,0
3697,0,0
3698,0,0
3700,1,1
3701,1,1
3703,0,0
3707,1,1
3708,0,1
3710,0,0
3713,1,1
3714,0,0
3715,1,1
3716,0,0
3718,1,1
3720,0,0
3722,0,0
3723,0,0
3726,0,0
3727,1,1
3729,0,0
3731,0,0
3733,0,0
3734,0,0
3735,1,1
3739,1,1
3740,0,1
3741,0,0
3744,1,1
3745,0,0
3746,1,1
3747,0,0
3748,1,1
3750,0,0
3751,1,1
3752,1,1
3754,1,1
3755,1,1
3756,1,1
3761,0,0
3762,0,1
3765,0,0
3767,0,0
3768,1,0
3771,1,1
3772,1,1
3774,1,1
3777,0,0
3778,1,1
3780,0,1
3785,0,0
3786,0,0
3787,1,1
3790,1,1
3791,0,0
3792,0,0
3793,1,1
3798,0,1
3800,1,1
3802,0,0
3804,0,0
3809,1,1
3814,0,0
3819,1,1
3821,0,0
3824,1,1
3825,1,1
3826,1,1
3827,0,0
3828,1,1
3829,1,1
3830,0,0
3832,0,0
3835,1,1
3836,1,0
3837,0,0
3838,1,0
3839,1,1
3841,0,0
3842,1,1
3843,0,0
3844,1,1
3845,1,0
3846,1,1
3847,1,1
3848,1,1
3850,1,1
3852,0,0
3853,0,0
3857,1,0
3858,0,0
3861,1,1
3862,0,0
3863,1,1
3865,0,0
3868,0,1
3869,1,1
3871,0,0
3872,1,1
3873,0,0
3874,0,0
3876,0,0
3877,1,1
3878,1,0
3885,1,1
3886,0,0
3887,1,1
3888,0,0
3892,0,0
3893,0,0
3894,1,0
3897,0,0
3898,0,0
3899,0,0
3901,1,1
3904,1,1
3905,0,0
3907,0,0
3909,0,0
3910,1,1
3913,0,0
3914,1,1
3915,1,1
3921,0,0
3925,1,1
3926,0,1
3928,1,0
3929,1,1
3930,0,0
3932,1,1
3934,0,0
3936,1,1
3938,0,0
3939,1,0
3940,1,1
3943,0,0
3945,0,0
3946,0,1
3947,1,1
3948,1,1
3949,0,0
3956,1,1
3958,1,1
3959,0,1
3960,0,0
3961,1,1
3965,1,1
3967,0,1
3969,0,0
3970,1,1
3972,0,0
3974,1,1
3977,1,1
3980,0,0
3981,1,1
3982,0,1
3988,0,0
3989,1,1
3995,0,0
3997,1,1
3998,1,1
4002,1,1
4003,0,1
4011,0,0
4012,1,1
4014,1,1
4015,1,1
4017,1,1
4018,0,0
4019,1,0
4020,1,1
4022,1,1
4023,0,0
4024,0,0
4025,0,0
4034,1,1
4036,0,0
4037,0,0
4039,0,0
4041,1,1
4044,1,1
4046,0,0
4047,1,1
4048,1,1
4051,1,0
4054,1,1
4055,0,0
4058,1,1
4061,0,0
4063,1,1
4065,1,1
4069,0,0
4070,1,1
4071,0,0
4072,0,0
4074,1,1
4077,1,1
4079,0,0
4080,0,1
4083,1,1
4084,0,0
4088,0,1
4090,1,1
4093,1,1
4094,1,1
4097,0,0
4099,0,0
4100,0,1
4101,0,0
4103,1,1
4104,1,1
4106,1,1
4107,1,1
4110,1,1
4111,0,0
4112,0,0
4113,1,0
4116,1,1
4120,0,0
4121,1,1
4124,0,0
4126,1,1
4127,1,1
4128,1,1
4130,0,0
4134,1,1
4135,1,1
4137,1,1
4140,1,1
4141,1,1
4145,0,0
4148,1,1
4149,1,1
